,ACC,trial_id,Learning Method,Training Size,partition_random_state,currerent_fold,data_percentage
179,84.7103042602539,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
180,85.14299011230469,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
181,84.05908966064453,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
182,84.80062866210938,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
183,83.86969757080078,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
184,85.17212677001953,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
185,85.44601440429688,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
186,85.6412353515625,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
187,85.48389434814453,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
188,85.27702331542969,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
189,84.67825317382812,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
190,85.19834899902344,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
191,85.07451629638672,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
192,85.49846649169922,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
193,84.24993896484375,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
194,85.6237564086914,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
195,85.2143783569336,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
196,84.78314971923828,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
197,85.35423278808594,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
198,84.42475891113281,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
199,85.3338394165039,c26a5_00004,TCL (Conv),800,0,1,0.003646507557386913
200,79.7713394165039,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
201,81.53235626220703,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
202,80.70747375488281,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
203,79.57566833496094,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
204,80.0514144897461,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
205,81.28297424316406,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
206,78.48798370361328,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
207,81.04893493652344,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
208,82.21719360351562,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
209,83.19361877441406,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
210,82.65457153320312,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
211,83.16676330566406,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
212,83.58495330810547,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
213,82.844482421875,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
214,81.35203552246094,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
215,83.8189926147461,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
216,83.7269058227539,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
217,82.4397201538086,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
218,79.009765625,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
219,79.96700286865234,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
220,83.01329803466797,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
221,82.13086700439453,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
222,80.95685577392578,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
223,81.80859375,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
224,83.24732971191406,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
225,83.93025207519531,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
226,83.93025207519531,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
227,84.00890350341797,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
228,83.94367980957031,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
229,84.22566986083984,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
230,83.8189926147461,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
231,84.35995483398438,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
232,83.66168975830078,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
233,84.27171325683594,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
234,83.65785217285156,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
235,84.22759246826172,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
236,83.53315734863281,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
237,81.95054626464844,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
238,84.51342010498047,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
239,83.60030364990234,c26a5_00240,TCL (Conv),400,1,3,0.0018232537786934564
240,82.98684692382812,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
241,82.68965148925781,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
242,81.52999114990234,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
243,83.37873840332031,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
244,84.19166564941406,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
245,84.27616119384766,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
246,84.04889678955078,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
247,84.38542938232422,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
248,83.59435272216797,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
249,83.36125946044922,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
250,84.52965545654297,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
251,84.36066436767578,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
252,84.48303985595703,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
253,84.27761840820312,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
254,84.71321868896484,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
255,84.76712036132812,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
256,84.06929016113281,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
257,82.7959976196289,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
258,79.66667175292969,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
259,82.412841796875,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
260,85.13134002685547,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
261,84.01976013183594,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
262,84.54859161376953,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
263,84.76129913330078,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
264,85.06140899658203,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
265,82.15352630615234,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
266,82.6852798461914,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
267,82.88340759277344,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
268,85.27702331542969,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
269,84.00955963134766,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
270,77.91844940185547,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
271,82.1200180053711,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
272,83.43119049072266,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
273,84.63455200195312,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
274,81.86215209960938,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
275,84.18146514892578,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
276,82.99267578125,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
277,83.57833099365234,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
278,81.76017761230469,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
279,82.23656463623047,c26a5_00105,TE2E (Conv),600,0,1,0.0027348806680401847
280,73.79901123046875,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
281,81.7347640991211,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
282,84.9275131225586,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
283,84.37726593017578,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
284,84.44481658935547,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
285,83.9341049194336,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
286,84.7413558959961,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
287,82.71170043945312,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
288,81.5453109741211,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
289,84.23064422607422,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
290,82.33773040771484,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
291,81.03954315185547,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
292,84.48270416259766,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
293,81.64086151123047,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
294,84.02635955810547,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
295,85.46128845214844,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
296,82.85667419433594,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
297,84.4810562133789,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
298,83.21746826171875,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
299,82.14991760253906,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
300,81.7281723022461,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
301,83.99341583251953,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
302,82.4085693359375,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
303,84.75947570800781,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
304,84.56837463378906,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
305,85.11697387695312,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
306,86.18451690673828,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
307,82.14991760253906,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
308,82.49588775634766,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
309,85.69193267822266,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
310,84.5453109741211,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
311,86.1301498413086,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
312,82.8731460571289,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
313,83.10543823242188,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
314,83.35914611816406,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
315,82.25700378417969,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
316,83.95057678222656,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
317,85.23229217529297,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
318,83.4019775390625,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
319,85.1400375366211,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
320,85.5354232788086,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
321,85.0790786743164,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
322,74.06260681152344,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
323,84.87150573730469,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
324,82.59308624267578,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
325,84.66227722167969,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
326,84.35749816894531,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
327,83.5321273803711,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
328,81.8797378540039,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
329,84.39044952392578,c26a5_00223,TE2E (Conv),400,2,2,0.0018232537786934564
